Rank,Company ID,Company Name,Total Score,Tier,Confidence,Reasons
87,40ac7033-01fe-44ef-b686-21b88a62b316,Company_40ac7033,16.9,Unqualified,High,Strong Google Maps rating (4.7); Significant number of reviews (>50); Partial industry match (Healthcare); High priority geography (USA); Product compatibility match: Turmeric; Active hiring in operations/logistics; Minor topic surge (2 topics); Review site comparison activity; Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP); Financial distress (–20%)
88,c32011ee-b251-40a7-9853-8a412ec3ef61,Company_c32011ee,6.9,Unqualified,High,Partial industry match (E-commerce); Serviceable geography (UAE); Product compatibility match: Ashwagandha; Basic operational certifications present; Sustained topic surge (4 topics); Single stakeholder engaged
89,830ff479-9233-400c-8494-d358aed8541f,Company_830ff479,4.2,Unqualified,High,Partial industry match (Healthcare); Serviceable geography (Singapore); Product compatibility match: Turmeric; Single stakeholder engaged
90,eefa0946-d399-4f4b-8c07-48f8bd32e8fe,Company_eefa0946,0.0,Unqualified,High,Active website present; Partial industry match (Manufacturing); High priority geography (Germany); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Review site comparison activity; Single stakeholder engaged; Active competitor contract (–40%)
91,fb2ba8ed-186e-460c-ab06-b16f52ca1308,Company_fb2ba8ed,34.9,T3,High,Active website present; Strong Google Maps rating (4.6); Significant number of reviews (>50); Partial industry match (E-commerce); Serviceable geography (UAE); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Review site comparison activity; Business trigger event (M&A); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
92,d288c640-da9a-461d-a247-124276475c99,Company_d288c640,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Rice; Product compatibility match: Turmeric; Sustained topic surge (4 topics); High pricing page visits; Broad buying committee (4 stakeholders); Active competitor contract (–40%)
93,88f07ce8-ed1c-433e-9e70-911c7ef9f018,Company_88f07ce8,0.2,Unqualified,High,Partial industry match (Construction); Serviceable geography (India); No priority products found in portfolio (Carpets); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
94,139c2596-f2cf-4157-b750-d9add56c49e3,Company_139c2596,1.9,Unqualified,High,Strong industry match (Distribution); Serviceable geography (Singapore); Product compatibility match: Rice; Business trigger event (New facility); Single stakeholder engaged
95,ccf21483-f08b-47df-a1cb-a6cd420a945e,Company_ccf21483,0.0,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (Saudi Arabia); Product compatibility match: Rice; Single stakeholder engaged; Active competitor contract (–40%); No engagement in >180 days (–15%)
96,4e22ae8a-6ba1-4602-b6f1-00fbe0a33c23,Company_4e22ae8a,0.0,Unqualified,High,Partial industry match (E-commerce); High priority geography (Germany); No priority products found in portfolio (Quilts|Carpets|Electronics); Review site comparison activity; Single stakeholder engaged
97,efd3b582-644d-4bee-97a2-07da1d4a3ff0,Company_efd3b582,6.8,T1,High,Active website present; Partial industry match (Healthcare); High priority geography (UK); No priority products found in portfolio (Blankets); Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (Quote requested); Sustained topic surge (4 topics); High pricing page visits; Review site comparison activity; Single stakeholder engaged
98,a93d32b5-76c2-45c3-8129-c236706e69a0,Company_a93d32b5,8.3,Unqualified,High,Partial industry match (Construction); High priority geography (Germany); No priority products found in portfolio (Spices); Active hiring in operations/logistics; Sustained topic surge (4 topics); High pricing page visits; Business trigger event (M&A); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager)
99,5097982b-3973-4ea6-acc6-cce29324f2f0,Company_5097982b,0.0,T1,High,Active website present; Average Google Maps rating (3.6); Partial industry match (E-commerce); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Blankets|Spices); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Review site comparison activity; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); No engagement in >180 days (–15%)
100,c13e8807-7adb-41e4-9222-0c72add2eb4e,Company_c13e8807,0.7,Unqualified,High,Strong industry match (Distribution); Serviceable geography (UAE); Product compatibility match: Rice; Single stakeholder engaged
101,82cb67ff-c3d7-4887-afc7-2b269a7c8850,Company_82cb67ff,1.7,Unqualified,High,Strong industry match (Distribution); High priority geography (USA); No priority products found in portfolio (Blankets|Textiles|Carpets); Active hiring in operations/logistics; Single stakeholder engaged
102,671037ee-3bfa-4982-9424-112f94769d17,Company_671037ee,0.0,T1,High,Active website present; Strong Google Maps rating (4.1); Significant number of reviews (>50); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Turmeric; Basic operational certifications present; Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Minor topic surge (1 topics); Review site comparison activity; Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders); Medium stakeholder seniority (Director/Manager)
103,ab8429bd-8ec8-4356-aec9-e7f9cd4031fc,Company_ab8429bd,7.0,Unqualified,High,Active website present; Strong Google Maps rating (4.0); Partial industry match (Healthcare); High priority geography (Germany); No priority products found in portfolio (Quilts); Active hiring in operations/logistics; Minor topic surge (2 topics); Review site comparison activity; Single stakeholder engaged
104,07b693b9-1196-474e-9a2b-c9ab838beffc,Company_07b693b9,5.7,Unqualified,High,Active website present; Average Google Maps rating (3.9); Strong industry match (Wholesale); Serviceable geography (India); No priority products found in portfolio (Spices); Sustained topic surge (5 topics); High pricing page visits; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
105,37876a33-cd41-4242-8701-ad1142e2ed69,Company_37876a33,0.7,Unqualified,High,Partial industry match (Healthcare); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Textiles); Import gap detected (supplier switch possible); Multiple stakeholders engaged (2)
106,a158f0d2-f442-4961-9428-84a745fb8961,Company_a158f0d2,0.3,Unqualified,High,Partial industry match (Construction); High priority geography (UK); Product compatibility match: Ashwagandha; Product compatibility match: Turmeric; Product compatibility match: Rice; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
107,07f056a9-4bac-458c-b544-d91ebfad5de3,Company_07f056a9,10.9,Unqualified,High,Average Google Maps rating (3.6); Partial industry match (Healthcare); Serviceable geography (India); No priority products found in portfolio (Blankets|Electronics); Active hiring in operations/logistics; High pricing page visits; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
108,15897403-6bb4-4480-bafa-594125bc5ecf,Company_15897403,30.0,T1,High,Active website present; Strong Google Maps rating (4.3); Significant number of reviews (>50); Strong industry match (Wholesale); High priority geography (UK); Product compatibility match: Turmeric; Explicit sourcing action (RFP published); Sustained topic surge (4 topics); High pricing page visits; Review site comparison activity; Single stakeholder engaged
109,4588a6c6-c733-42b7-8d9a-7c0755e64f6f,Company_4588a6c6,3.7,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (E-commerce); Serviceable geography (Qatar); No priority products found in portfolio (Blankets); High pricing page visits; Review site comparison activity; Single stakeholder engaged; Financial distress (–20%)
110,6ea2c2bc-772c-4341-8f45-ff70cd739b66,Company_6ea2c2bc,0.3,Unqualified,High,Partial industry match (Construction); Serviceable geography (Netherlands); Product compatibility match: Turmeric; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
111,dd427b00-fb6f-413f-8188-9214140887de,Company_dd427b00,18.8,Unqualified,High,Active website present; Average Google Maps rating (3.4); Strong industry match (Wholesale); Serviceable geography (India); No priority products found in portfolio (Blankets|Quilts|Electronics); Minor topic surge (2 topics); High pricing page visits; Review site comparison activity; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
112,47093470-35ff-46bc-8b4e-7803cfd09b7a,Company_47093470,24.5,T1,High,Active website present; Strong Google Maps rating (4.6); Significant number of reviews (>50); Partial industry match (E-commerce); Serviceable geography (Qatar); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Review site comparison activity; Broad buying committee (3 stakeholders); High stakeholder seniority (C-level/VP)
113,78dc257a-1d90-4bd6-b108-bb4b8427fd94,Company_78dc257a,2.2,Unqualified,High,Active website present; Partial industry match (Construction); Serviceable geography (Qatar); No priority products found in portfolio (Spices); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager)
114,f23e8935-06bd-412a-93b7-e0943749912e,Company_f23e8935,0.0,Unqualified,High,Strong industry match (Distribution); Serviceable geography (Saudi Arabia); Product compatibility match: Turmeric; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
115,8a466268-80ac-4373-a3d4-797d5345957c,Company_8a466268,4.8,Unqualified,High,Strong Google Maps rating (4.6); Significant number of reviews (>50); Strong industry match (Wholesale); Serviceable geography (Qatar); No priority products found in portfolio (Electronics|Carpets|Textiles); Basic operational certifications present; Review site comparison activity; Business trigger event (Funding round); Single stakeholder engaged; Active competitor contract (–40%)
116,a0d816dc-f46d-4134-9474-c3b0d4cf03d7,Company_a0d816dc,0.3,Unqualified,High,Active website present; Strong industry match (Retail); High priority geography (USA); Product compatibility match: Turmeric; Review site comparison activity; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
117,1476d5a7-6b47-4145-bdaf-855c862952c0,Company_1476d5a7,20.9,T1,High,Strong Google Maps rating (4.9); Significant number of reviews (>50); Strong industry match (Retail); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Spices); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); High pricing page visits; Business trigger event (Funding round); Broad buying committee (5 stakeholders)
118,d8f206b5-a029-4a72-9fd0-a444a7fa97ba,Company_d8f206b5,0.3,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (UAE); Product compatibility match: Ashwagandha; Sustained topic surge (4 topics); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
119,49035b3d-2d73-4806-b025-b4fff29d24e0,Company_49035b3d,19.9,Unqualified,High,Strong Google Maps rating (4.0); Significant number of reviews (>50); Partial industry match (Manufacturing); Serviceable geography (Netherlands); Product compatibility match: Turmeric; Active hiring in operations/logistics; Sustained topic surge (4 topics); High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Multiple stakeholders engaged (2)
120,ab83f617-e5ae-4c12-a066-e418e8496822,Company_ab83f617,1.9,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Carpets); Strong operational certifications (WHO-GMP/ISO/FDA); Single stakeholder engaged; High stakeholder seniority (C-level/VP); Financial distress (–20%)
121,002c3a6a-9ee3-4421-90f8-819fc3a4a181,Company_002c3a6a,0.0,Unqualified,High,Partial industry match (Healthcare); High priority geography (Germany); Product compatibility match: Ashwagandha; Single stakeholder engaged
122,98522e17-2f0c-4454-b5c6-17ef5cbd4748,Company_98522e17,16.6,Unqualified,High,Average Google Maps rating (3.4); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Turmeric; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
123,f5fece84-1d23-45ab-bf4b-31890c3761d6,Company_f5fece84,44.4,T1,High,Active website present; Strong Google Maps rating (4.4); Significant number of reviews (>50); Strong industry match (Distribution); Serviceable geography (Singapore); Product compatibility match: Rice; Basic operational certifications present; Explicit sourcing action (Quote requested); Review site comparison activity; Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders); High stakeholder seniority (C-level/VP)
124,3063268c-e94a-4bc9-8bac-092ef2200cc3,Company_3063268c,5.6,Unqualified,High,Active website present; Average Google Maps rating (3.2); Strong industry match (Retail); High priority geography (Germany); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Import gap detected (supplier switch possible); Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%); Hiring freeze/layoffs (–25%)
125,35468439-419a-49d4-b07f-59b6a3317077,Company_35468439,24.3,T3,High,Active website present; Strong Google Maps rating (4.2); Significant number of reviews (>50); Partial industry match (Healthcare); Serviceable geography (Netherlands); Product compatibility match: Rice; Active hiring in operations/logistics; Review site comparison activity; Business trigger event (M&A); Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
126,b276e9d1-e552-4ab8-964e-0c13ee3fe7c3,Company_b276e9d1,28.2,T3,High,Active website present; Average Google Maps rating (3.9); Partial industry match (E-commerce); Serviceable geography (UAE); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Business trigger event (New facility); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
127,645c35f2-f7ed-4ba4-b7e0-443b5356ff68,Company_645c35f2,0.0,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (UAE); No priority products found in portfolio (Quilts); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
128,de959794-addb-438f-84a6-40d1579fd1db,Company_de959794,0.0,Unqualified,High,Strong Google Maps rating (4.1); Significant number of reviews (>50); Partial industry match (Construction); Serviceable geography (India); No priority products found in portfolio (Quilts); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
129,24db352f-25ec-402f-8bbb-3f0d8352bee8,Company_24db352f,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.7); Partial industry match (Manufacturing); High priority geography (France); No priority products found in portfolio (Carpets|Quilts|Spices); Active hiring in operations/logistics; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
130,1783cda7-53ea-4343-8d87-fb14a7a28056,Company_1783cda7,0.2,Unqualified,High,Partial industry match (E-commerce); Serviceable geography (India); Product compatibility match: Turmeric; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
131,b7cd777f-51b8-4766-8b8c-079833dffb69,Company_b7cd777f,11.9,Unqualified,High,Average Google Maps rating (3.9); Strong industry match (Distribution); Serviceable geography (India); Product compatibility match: Turmeric; Active hiring in operations/logistics; Review site comparison activity; Business trigger event (New facility); Broad buying committee (3 stakeholders)
132,1a50f822-7e29-44a1-b523-cb74b4329dd1,Company_1a50f822,1.1,Unqualified,High,Strong industry match (Retail); Serviceable geography (UAE); Product compatibility match: Rice; Product compatibility match: Turmeric; High pricing page visits; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
133,dab2ec28-6cea-410e-b6b1-6e69967c3eda,Company_dab2ec28,0.3,Unqualified,High,Partial industry match (Healthcare); High priority geography (UK); No priority products found in portfolio (Textiles); Single stakeholder engaged; Active competitor contract (–40%)
134,4319bcc2-4718-484c-9a25-4fda7f280eb6,Company_4319bcc2,15.2,Unqualified,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Partial industry match (Healthcare); Serviceable geography (UAE); No priority products found in portfolio (Spices); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Minor topic surge (1 topics); Business trigger event (M&A); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
135,b2cec8c3-468c-4609-8392-857554588f96,Company_b2cec8c3,44.6,T3,High,Active website present; Average Google Maps rating (3.2); Strong industry match (Retail); Serviceable geography (Qatar); Product compatibility match: Turmeric; Active hiring in operations/logistics; High pricing page visits; Business trigger event (New facility); Broad buying committee (3 stakeholders); Medium stakeholder seniority (Director/Manager)
136,813325ad-0e0c-4a83-b5ab-5c1d000d1978,Company_813325ad,31.9,T3,High,Active website present; Average Google Maps rating (3.9); Partial industry match (Manufacturing); Serviceable geography (Netherlands); No priority products found in portfolio (Blankets|Electronics); Active hiring in operations/logistics; Sustained topic surge (4 topics); High pricing page visits; Broad buying committee (4 stakeholders); High stakeholder seniority (C-level/VP)
137,0ed168d0-3045-481b-ab1f-c336dee5d1f2,Company_0ed168d0,5.7,Unqualified,High,Active website present; Partial industry match (Healthcare); Serviceable geography (Qatar); No priority products found in portfolio (Spices|Electronics); Multiple stakeholders engaged (2)
138,f9d7a4dd-6c87-46ab-a301-1e1f5c740424,Company_f9d7a4dd,25.4,T3,High,Strong industry match (Retail); High priority geography (Germany); Product compatibility match: Rice; Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged
139,87fce71d-d385-4ee6-86f8-39b8ceca592a,Company_87fce71d,8.0,Unqualified,High,Active website present; Strong Google Maps rating (4.8); Significant number of reviews (>50); Strong industry match (Wholesale); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Electronics); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Minor topic surge (2 topics); High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Financial distress (–20%)
140,010b7bf2-5d0f-44c5-b6f0-be484ee79359,Company_010b7bf2,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.6); Strong industry match (Wholesale); Serviceable geography (Singapore); Product compatibility match: Turmeric; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
141,3cffc7a6-75d3-46ed-a5e7-d5972bfdde2a,Company_3cffc7a6,2.0,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Carpets|Blankets|Electronics); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
142,b334e313-f32d-4041-80ce-92bd5014448c,Company_b334e313,17.3,Unqualified,High,Active website present; Strong industry match (Retail); Serviceable geography (Singapore); Product compatibility match: Turmeric; Minor topic surge (2 topics); High pricing page visits; Review site comparison activity; Multiple stakeholders engaged (2); Medium stakeholder seniority (Director/Manager); Hiring freeze/layoffs (–25%)
143,4a5f5e81-679f-4ef0-8f9e-784b86c18e1c,Company_4a5f5e81,1.1,Unqualified,High,Partial industry match (Construction); High priority geography (Germany); Product compatibility match: Rice; Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Hiring freeze/layoffs (–25%)
144,a2b954dd-84ac-48f7-93e1-82daa2d99ac0,Company_a2b954dd,24.3,T1,High,Active website present; Partial industry match (Healthcare); High priority geography (France); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (Quote requested); High pricing page visits; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Financial distress (–20%)
145,f5932f28-b58e-4d9a-98e8-ce72b37d1ad7,Company_f5932f28,20.3,T3,High,Active website present; Average Google Maps rating (3.5); Partial industry match (Manufacturing); High priority geography (France); No priority products found in portfolio (Spices|Textiles); Strong operational certifications (WHO-GMP/ISO/FDA); Sustained topic surge (3 topics); High pricing page visits; Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
146,56ee6529-4489-4b08-9d3f-d1eadeb7af19,Company_56ee6529,14.1,Unqualified,High,Active website present; Average Google Maps rating (3.4); Partial industry match (E-commerce); High priority geography (Germany); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Business trigger event (New facility); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
147,19b58343-6bee-4433-9410-9937631e74a1,Company_19b58343,0.1,Unqualified,High,Active website present; Average Google Maps rating (3.8); Strong industry match (Distribution); Serviceable geography (Netherlands); Product compatibility match: Ashwagandha; High pricing page visits; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
148,4f68d58f-3929-48a9-86f4-179118f56dc6,Company_4f68d58f,5.9,T1,High,Active website present; Strong Google Maps rating (4.4); Significant number of reviews (>50); Strong industry match (Wholesale); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Textiles|Electronics); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Sustained topic surge (4 topics); Review site comparison activity; Single stakeholder engaged; Active competitor contract (–40%)
149,f82e6452-b00a-4fed-8a24-5da5584463d5,Company_f82e6452,28.8,T3,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Partial industry match (Construction); High priority geography (UK); No priority products found in portfolio (Blankets); Basic operational certifications present; Active hiring in operations/logistics; Minor topic surge (2 topics); Review site comparison activity; Business trigger event (Funding round); Broad buying committee (4 stakeholders)
150,4018d707-4692-4922-a5e7-a509f5ec3e38,Company_4018d707,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.4); Partial industry match (E-commerce); High priority geography (Germany); Product compatibility match: Rice; Sustained topic surge (3 topics); High pricing page visits; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
151,6244cfc1-785b-4946-a204-5c3cc50c526a,Company_6244cfc1,5.5,Unqualified,High,Active website present; Strong Google Maps rating (4.9); Significant number of reviews (>50); Strong industry match (Retail); High priority geography (UK); No priority products found in portfolio (Textiles|Electronics); Active hiring in operations/logistics; Minor topic surge (2 topics); Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP); Hiring freeze/layoffs (–25%)
152,f519796e-4b63-4450-ba3c-3c54a847c11d,Company_f519796e,0.6,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Singapore); No priority products found in portfolio (Quilts); Single stakeholder engaged
153,e3c555fe-64c0-4f49-8a93-236e1e879176,Company_e3c555fe,0.2,Unqualified,High,Active website present; Strong industry match (Retail); Serviceable geography (Qatar); No priority products found in portfolio (Carpets); High pricing page visits; Business trigger event (New facility); Single stakeholder engaged
154,31f2ee42-febd-4193-8dd8-7d0c54b53cb9,Company_31f2ee42,0.0,Unqualified,High,Strong industry match (Distribution); High priority geography (UK); No priority products found in portfolio (Blankets); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
155,97276662-9170-4be2-b4de-58d518d80c30,Company_97276662,0.0,Unqualified,High,Strong industry match (Distribution); High priority geography (Germany); Product compatibility match: Rice; Single stakeholder engaged; Active competitor contract (–40%); Hiring freeze/layoffs (–25%)
156,869dd2fe-3ed8-458e-ab09-07f13c073f72,Company_869dd2fe,29.6,T3,High,Active website present; Average Google Maps rating (3.6); Strong industry match (Retail); Serviceable geography (UAE); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Business trigger event (M&A); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
157,50581185-c57b-45dc-9600-5b510a26338e,Company_50581185,0.8,Unqualified,High,Strong industry match (Wholesale); High priority geography (France); Product compatibility match: Turmeric; Single stakeholder engaged
158,7e7deedf-7c11-4e38-92db-b2a997ffa917,Company_7e7deedf,0.2,Unqualified,High,Average Google Maps rating (3.7); Strong industry match (Wholesale); High priority geography (UK); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
159,9a68293e-4446-4785-8a41-a83fc200543d,Company_9a68293e,0.2,Unqualified,High,Active website present; Partial industry match (Manufacturing); High priority geography (Germany); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Sustained topic surge (5 topics); High pricing page visits; Broad buying committee (4 stakeholders)
160,c3a588d9-001c-4e47-9f63-c41c1860ebc3,Company_c3a588d9,9.3,Unqualified,High,Average Google Maps rating (3.5); Partial industry match (E-commerce); Serviceable geography (Singapore); No priority products found in portfolio (Blankets|Textiles); Minor topic surge (1 topics); Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
161,6ef22694-6538-420b-83bb-4d678d70d164,Company_6ef22694,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.0); Partial industry match (Construction); Serviceable geography (Netherlands); No priority products found in portfolio (Spices|Textiles|Quilts); Review site comparison activity; Business trigger event (Funding round); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
162,cfe895fd-0a81-4d15-aa43-9ab055d22841,Company_cfe895fd,0.1,T1,High,Active website present; Average Google Maps rating (3.8); Partial industry match (Construction); Serviceable geography (Singapore); Product compatibility match: Rice; Explicit sourcing action (Quote requested); Import gap detected (supplier switch possible); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
163,29871d92-0c55-4c81-9d23-49b42db8c46c,Company_29871d92,0.0,Unqualified,High,Average Google Maps rating (3.6); Strong industry match (Distribution); High priority geography (Germany); Product compatibility match: Turmeric; Active hiring in operations/logistics; High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
164,602c84e5-e519-4642-821c-b309cdc90d16,Company_602c84e5,0.7,Unqualified,High,Active website present; Partial industry match (Manufacturing); Serviceable geography (Qatar); No priority products found in portfolio (Textiles); High pricing page visits; Single stakeholder engaged
165,d9c88e41-dfb7-4d7a-812a-1a431fa16612,Company_d9c88e41,0.0,T1,High,Active website present; Partial industry match (Healthcare); Serviceable geography (Singapore); Product compatibility match: Ashwagandha; Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (Quote requested); Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
166,24993767-5f84-450f-b1a9-7063bd10fb9e,Company_24993767,46.7,T2,High,Active website present; Strong Google Maps rating (4.8); Significant number of reviews (>50); Partial industry match (Construction); Serviceable geography (Qatar); No priority products found in portfolio (Textiles); Sustained topic surge (3 topics); High pricing page visits; Review site comparison activity; Business trigger event (M&A); Broad buying committee (4 stakeholders); High stakeholder seniority (C-level/VP)
167,15c71b28-0fd8-41ff-b812-d96e7d5f34b9,Company_15c71b28,2.9,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Netherlands); No priority products found in portfolio (Spices); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
168,fa869b2c-e592-4d53-baff-ecc5a0e7398d,Company_fa869b2c,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (E-commerce); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Blankets|Textiles); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
169,910f5fbc-612c-4927-b2c9-e927b5692b6c,Company_910f5fbc,1.4,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (E-commerce); Serviceable geography (Singapore); Product compatibility match: Rice; Active hiring in operations/logistics; Minor topic surge (1 topics); Review site comparison activity; Business trigger event (M&A); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
170,6f962633-4a69-4b6a-a7b3-c85fbed0baba,Company_6f962633,7.0,Unqualified,High,Active website present; Average Google Maps rating (3.7); Partial industry match (Construction); High priority geography (Germany); No priority products found in portfolio (Spices|Quilts); Strong operational certifications (WHO-GMP/ISO/FDA); Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
171,292adc4c-6e1b-44e5-821b-8e502fd25bf1,Company_292adc4c,0.0,Unqualified,High,Active website present; Strong industry match (Wholesale); High priority geography (USA); No priority products found in portfolio (Electronics); Active hiring in operations/logistics; Minor topic surge (1 topics); High pricing page visits; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
172,159ec164-b41c-47c4-a128-5c743b292cb1,Company_159ec164,0.1,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (UAE); Product compatibility match: Rice; Business trigger event (New facility); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
173,328f98a3-802c-4fcf-8fa0-8fd5ad4b472b,Company_328f98a3,13.9,Unqualified,High,Active website present; Strong Google Maps rating (4.0); Strong industry match (Retail); High priority geography (UK); Product compatibility match: Turmeric; Active hiring in operations/logistics; Review site comparison activity; Single stakeholder engaged; Hiring freeze/layoffs (–25%)
