company_id,industry,products_handled,certifications,explicit_sourcing,topic_surge,pricing_visits,review_visits,job_postings,import_gaps,trigger_events,active_contract,hiring_freeze,financial_distress,days_since_last_signal,distinct_stakeholders,stakeholder_seniority
b4fed3b7-6cab-4d2c-a197-17f1adceebf5,Wholesale,Quilts|Ashwagandha|Electronics,FDA Approved|ISO 9001,,0,0,0,,No,M&A,No,No,No,30,1,0.44
471235ac-07fb-4f35-a4f8-2b812866c27f,Wholesale,Quilts|Carpets,,,1,3,0,,No,,No,No,No,181,4,0.84
0123bedd-bc47-4ef5-8de8-0d3b0b813101,Manufacturing,Turmeric|Textiles|Spices,,,0,0,0,Logistics Head,Yes,,No,No,No,99,1,0.99
6940207b-d66a-4b83-a129-6a20cebfec3b,Distribution,Quilts|Textiles,,,0,0,0,,No,New facility,No,No,No,197,3,0.77
14ca2dfa-5616-44e6-97f9-a928bb9a0daa,Healthcare,Rice|Quilts,,,0,0,0,,Yes,,No,No,No,173,1,0.51
13835679-6230-4f4d-be4f-ebd62e722bcb,Retail,Textiles|Carpets|Rice,,,5,19,0,,No,Funding round,No,No,No,13,1,0.7
ea6d94af-828a-4c1f-b0ce-5ee6556fdcb2,Retail,Blankets,,,0,6,0,,No,,No,No,No,64,1,0.55
c80ba5ac-ae2d-477e-9afa-4143c2811503,Retail,Spices|Rice|Textiles,,RFP published,0,0,0,,No,,No,No,No,6,1,0.73
4c74f6f3-bc20-4d05-ab96-7343949a6394,E-commerce,Ashwagandha,,,0,0,0,,No,,No,No,No,22,1,0.91
614d9632-c088-46bf-a9d4-d14be38e62f5,Retail,Ashwagandha|Turmeric,,,0,0,0,,No,,No,No,No,90,4,0.73
4439cf3b-9bd3-4b2e-864c-6307fcb3959b,Manufacturing,Spices|Ashwagandha,,,0,20,0,,No,M&A,No,Yes,No,151,1,0.41
3ffed88d-da3d-44e4-a644-f29f65d0b8d5,Retail,Ashwagandha,,,0,0,0,,No,,No,No,No,77,4,0.69
2dd1a857-2fe2-4fd6-9c55-22f92e620ce6,Construction,Textiles,,,0,0,4,,No,Funding round,No,No,No,18,3,0.43
adc1309f-80fa-4fa0-b63c-27a0d44eeaf7,Manufacturing,Electronics,,,0,0,0,,Yes,,No,No,No,21,1,0.63
141336e6-3eea-4574-a084-4ec990882432,Manufacturing,Electronics|Quilts|Textiles,,,5,18,0,,Yes,,No,No,No,3,3,0.91
d8a975a0-e643-453a-8a3e-5f9e7ca2f3ed,Healthcare,Spices|Textiles,,,5,0,0,,No,,No,Yes,No,58,1,0.42
0b21c064-862e-4ddb-8f72-45c8174c4d57,Construction,Textiles|Blankets,,,0,0,8,Logistics Head,No,,No,No,No,40,1,0.96
ad450214-55ea-487b-9afa-07202cb1094d,Distribution,Electronics,,RFP published,0,3,0,,Yes,,No,No,No,23,5,0.76
c7299644-7c2a-41c4-a545-bcf664e472fc,Healthcare,Textiles|Spices|Ashwagandha,,,0,15,0,,No,,No,No,No,64,1,0.44
0b09365b-cf44-4640-983a-ecf5eb00b007,E-commerce,Blankets,Fair Trade,Quote requested,2,20,0,Logistics Head,Yes,,No,No,No,7,2,0.53
0ce8ab72-f842-4872-900a-a44c46365c89,Healthcare,Rice|Turmeric|Textiles,,,0,0,0,,No,,No,No,No,153,1,0.66
a9a3ce45-188f-4f43-805f-4d615e6cc114,Construction,Rice|Electronics,FDA Approved|WHO-GMP,,0,8,1,Procurement Manager,Yes,,No,No,No,62,1,1.0
927edc8c-f95e-49d0-9e10-bb29f3cc9b95,Healthcare,Rice|Ashwagandha|Spices,,Quote requested,0,0,0,,No,,No,No,No,134,5,0.82
6cfd73e6-b157-42b7-a703-943df9947bab,Retail,Blankets|Textiles|Carpets,,,0,0,3,Logistics Head,No,,No,No,No,17,1,0.87
33c5757c-a586-4092-b816-db189248ac9e,Wholesale,Textiles|Spices,,,0,5,9,Procurement Manager,Yes,Funding round,No,No,No,1,1,0.46
0a7eef2d-bb15-4171-8e3c-8ffb672ab019,Healthcare,Rice|Blankets|Textiles,,,0,10,3,,No,,No,Yes,No,183,1,0.8
2ed91bf5-13d2-4634-8423-3c18ae754477,Construction,Rice|Spices|Turmeric,WHO-GMP,RFP published,5,0,0,Procurement Manager,No,New facility,No,No,No,23,3,0.56
5c794296-63c7-4da4-9f36-6a1af88ee8db,Construction,Quilts|Blankets,,,0,0,0,,No,,No,No,No,79,4,0.47
2fb8f2a7-e1eb-4db4-86c3-c85359c72fca,Healthcare,Ashwagandha|Electronics,FDA Approved|Fair Trade,,0,0,2,,No,,Yes,No,No,2,1,0.83
eb5b9ac4-a23b-4836-9bbe-46abfa6fa884,Construction,Spices|Rice|Textiles,,,0,0,0,,No,,No,No,No,168,1,0.58
07ac3752-f764-4b99-a0d8-5474da8900b0,Retail,Rice|Spices|Textiles,,,3,4,6,,No,Funding round,No,No,No,18,1,0.72
3aff00a0-d98c-469c-9693-55ac714b13e6,Construction,Turmeric|Ashwagandha|Quilts,,,2,1,0,Procurement Manager,Yes,,No,No,No,17,1,0.53
fbd73d10-e578-4e87-b0df-fc9879b26cd9,Distribution,Carpets,Organic Certified|FDA Approved,,2,10,4,,Yes,,No,No,No,4,1,0.53
697c3c26-ebd8-42c3-adbb-8d894a9adb5e,Retail,Quilts|Ashwagandha,,,0,0,0,,Yes,,No,No,No,155,1,0.6
1ecf9848-0bae-401b-8248-9f60c2a4b8c6,Distribution,Turmeric|Carpets|Rice,,,5,2,0,,No,,No,No,No,55,5,0.61
c5d462e7-6789-4f1b-85c9-cb49c147cd1f,E-commerce,Quilts|Carpets,FDA Approved,,0,6,5,,No,,Yes,No,No,5,5,0.4
fda355e4-2243-40d7-b260-78299ab8ba3d,E-commerce,Blankets,,,0,0,10,Procurement Manager,No,M&A,No,No,No,194,1,0.93
cd09b6d1-82c9-42f0-924d-548154f5ee0e,E-commerce,Quilts|Blankets,,,0,12,0,,No,,No,No,No,20,1,0.95
6930b77b-f4d5-4ede-8c6f-9e0987909b88,Construction,Spices|Electronics,,,0,0,0,,No,,No,Yes,No,111,2,0.69
e87ea3af-bfab-4183-9de0-a9cd1e571abe,Healthcare,Turmeric,,,0,0,7,,No,,No,No,No,19,1,0.92
fcf881cc-edcc-4a4e-8390-3aa97ca8e4f1,Retail,Turmeric|Rice|Ashwagandha,,,0,0,0,,No,,No,No,No,30,1,0.62
5cb955eb-0543-4a05-af1e-909c741bc04a,Construction,Carpets,Organic Certified|ISO 9001,,0,9,0,Logistics Head,Yes,New facility,Yes,No,No,70,4,0.95
a4d6e247-2935-4966-b59a-d6e84d0aba0f,Retail,Rice|Ashwagandha|Turmeric,,,4,0,0,Logistics Head,No,M&A,No,Yes,Yes,30,1,0.98
780d17ea-bb18-4ccf-9a52-beacb53c7059,Distribution,Rice|Electronics,,,2,0,0,,No,Funding round,No,No,No,170,1,0.65
f81f3453-91bc-491e-bb7b-8f326e9e349c,Healthcare,Quilts,,,0,0,0,,No,,Yes,No,No,17,1,0.78
ca7b2d82-421d-464f-855b-19c5d65a34ce,Distribution,Ashwagandha|Electronics,FDA Approved,,5,0,0,,No,,No,No,Yes,97,5,0.6
a541552b-cccd-4d22-aa24-e87d3e3a16cd,Construction,Blankets,WHO-GMP|ISO 9001,Quote requested,0,20,0,,No,,No,No,No,49,3,0.62
f1e53fad-2587-4b58-a7f0-0de8922f5c6a,Manufacturing,Quilts|Electronics|Textiles,,,0,0,0,,No,,No,No,No,59,1,0.58
3c6d59bc-3117-4fa1-a9ab-ec6f3c432af3,E-commerce,Carpets,,,0,13,2,,No,,No,No,No,27,5,0.92
fd98526e-5247-40d2-98b8-9925e30e2b24,Construction,Carpets|Spices,,,0,0,0,,No,,No,No,No,13,1,0.71
bbcb2510-4a56-4cf0-95ae-bcd1f12cec83,Retail,Spices,,,0,0,0,,Yes,,No,No,No,137,1,0.9
27f28422-1082-4c6b-a4c4-2852bf07dfc0,Construction,Blankets,ISO 9001,,1,16,0,,Yes,M&A,No,No,No,81,1,0.97
3c2983a8-7e7d-43a4-9934-109cf26c4210,Distribution,Quilts,,,0,0,0,,Yes,,No,No,No,87,3,0.55
6e516696-078c-49cd-a1a2-a1ebc7138540,Distribution,Electronics|Rice,,,0,0,0,,No,,Yes,No,No,107,1,0.61
4e54384f-2f59-4362-91af-de4440805458,Distribution,Electronics|Textiles,,,0,0,0,Logistics Head,No,,No,No,No,149,1,0.69
ace3ef73-3e01-44fd-a76e-87447c55f599,E-commerce,Turmeric|Quilts,,,0,0,0,,No,,No,No,No,63,1,0.87
50fbe216-b064-46cf-980e-d2036e7b3cc4,Manufacturing,Ashwagandha|Quilts,,,0,17,7,Logistics Head,No,Funding round,Yes,No,No,106,1,0.95
73235e04-fc84-4e27-b149-6d92cd3727a7,Healthcare,Carpets|Quilts|Rice,,,0,19,0,,No,,No,No,No,27,1,0.58
27daed62-c37d-494e-a455-4b24adb777f4,Wholesale,Ashwagandha|Turmeric,,,2,0,0,,No,New facility,No,No,No,130,1,0.85
02c3cdab-3a4e-4ca7-8e1c-4afed7275778,E-commerce,Ashwagandha,,,0,0,0,,No,,No,No,No,51,1,0.75
1319dcf9-f8e2-4f77-a7b0-f06fd5a1718e,Construction,Textiles|Electronics,FDA Approved,,0,0,0,,No,,No,No,No,19,1,0.49
5599b017-25b8-4caf-b4bf-d6b560fad8ed,Healthcare,Ashwagandha,,,3,0,0,,Yes,Funding round,No,No,No,62,1,0.59
6ce81bae-8a5d-4c10-8df9-b5f78487ad35,Manufacturing,Electronics,,,3,0,8,Procurement Manager,Yes,Funding round,No,No,No,2,1,0.44
b6a4bfe0-214b-4120-9947-b0c5ce496431,Construction,Quilts,,,3,0,1,,No,,No,No,No,183,5,0.61
8eb807b9-b4ae-403a-809d-b38f2f207f73,Construction,Rice|Turmeric,,,1,13,7,Procurement Manager,No,M&A,No,No,No,149,2,0.84
13dea57c-4fbe-4be7-842b-043af0ffa204,Wholesale,Electronics|Spices|Rice,,,0,0,0,,No,,No,No,No,22,1,0.47
a158c003-7cc0-4401-8402-1b0dfca8f918,Distribution,Quilts,,RFP published,0,6,0,,No,,No,No,No,115,1,0.53
6fd4156d-0496-4063-b101-72bf9f8b3831,Construction,Spices|Blankets|Textiles,Fair Trade|WHO-GMP,,0,0,0,,No,,No,No,No,79,2,0.92
120467df-4360-46ce-bf4b-ed897486a588,Construction,Turmeric|Carpets|Spices,,,0,0,0,Procurement Manager,No,Funding round,No,No,No,85,2,0.81
bc3ac2fd-be8c-42bb-9d03-f1c214d01bbf,E-commerce,Textiles|Electronics,,RFP published,0,0,0,Logistics Head,No,,No,No,No,2,1,0.67
e31dbaa8-3ae6-430a-86f7-a8ca5311b2f6,Wholesale,Carpets|Ashwagandha,ISO 9001|WHO-GMP,,4,0,0,Logistics Head,Yes,,Yes,No,No,1,3,0.43
cad6b4ee-fb86-4137-be04-6e9ddec943d8,Retail,Spices,,,4,14,0,,No,New facility,No,No,No,26,2,0.43
9c008c3e-d792-4dea-ac9d-eb8fcd6e3aa1,Wholesale,Turmeric,,,0,0,0,,No,,No,No,No,170,1,0.86
5166566a-1ea6-4106-acad-abe4f5bd5f22,E-commerce,Blankets|Textiles,,,0,0,0,,No,,No,No,No,17,1,0.63
378d886b-7858-4319-95ff-b4fc9a10ab97,Manufacturing,Ashwagandha|Electronics,,,4,11,5,Logistics Head,No,Funding round,No,No,No,74,3,1.0
6d466524-8e21-4d7c-80ab-e7293c27b301,E-commerce,Electronics|Blankets|Carpets,,,0,13,3,,Yes,M&A,No,No,No,18,4,0.7
b79e9fbe-f9b3-4f63-823d-12b564bf3176,Retail,Ashwagandha|Carpets,,,3,17,3,Logistics Head,No,,No,No,No,20,1,0.77
35931a47-fc03-452b-904d-0638f566f8be,E-commerce,Blankets|Turmeric|Carpets,,,0,0,0,,No,,No,No,No,6,1,0.55
2f6e23cd-47c9-4f52-8786-7f0093f40dfb,Healthcare,Blankets|Textiles|Ashwagandha,,,0,10,10,Procurement Manager,Yes,,No,No,No,1,4,0.72
718274f0-d66b-440a-9f45-582bc3ec751e,Healthcare,Quilts,ISO 9001|Organic Certified,Quote requested,0,0,0,,No,,No,No,No,48,3,0.74
cc9774c5-a0dc-4337-893a-0f48b2aad771,Distribution,Rice|Blankets|Carpets,,,0,0,0,,No,,No,No,No,117,1,0.9
ab3a4dd5-3c92-4c63-a9e1-f43f347cd553,Wholesale,Carpets,,,0,0,0,,No,,Yes,No,No,83,1,0.46
5695a005-45a3-4be8-a243-f2165e88a396,Healthcare,Rice,,,1,0,0,,No,,No,No,No,21,4,0.79
d1ad235c-8bb4-44d7-91b6-333d25a3d290,Distribution,Spices,,,0,0,0,,Yes,,No,No,No,120,1,0.55
6a836937-a79b-4120-be17-bde3c6d5415c,Distribution,Carpets,,Quote requested,4,9,3,Procurement Manager,No,Funding round,No,No,No,1,5,0.91
cb9bd4db-c9a5-4c86-85a0-490e53d1a99f,Construction,Blankets,,,0,13,0,,No,M&A,No,No,No,51,1,0.94
5a89ef14-48a0-4966-9bf0-ab6b6c92450f,Manufacturing,Turmeric|Quilts,,,0,0,0,,No,,No,Yes,No,156,2,0.52
b4db6d77-e4b6-46ff-a916-50b07f4388e8,Construction,Blankets|Textiles,,Quote requested,0,19,0,Procurement Manager,No,New facility,No,No,No,116,4,0.97
783a99f7-ebd1-4713-83aa-cb68a6171a71,Wholesale,Carpets|Blankets,WHO-GMP,,0,0,8,,No,,No,No,No,7,1,0.5
3e5b5ef0-a887-4192-b18d-ac3e1dfd42a9,Wholesale,Quilts,Fair Trade|ISO 9001,,1,9,1,,Yes,Funding round,No,No,No,10,1,0.96
1a122f66-53ee-4a3a-a147-5843f85be367,Construction,Quilts|Blankets|Carpets,,,4,0,10,Procurement Manager,No,,No,No,No,30,1,0.76
b58e62f0-2efd-441c-92b3-36b41e69bd8f,Wholesale,Quilts|Blankets,Fair Trade,,0,0,0,,No,New facility,No,No,No,94,5,0.44
1650f7f1-8226-472b-be98-a2f60c3b7c34,Healthcare,Carpets,Fair Trade,Quote requested,5,4,10,,Yes,,No,No,No,11,3,0.53
0f6121b5-8dc0-4216-b0c5-682fc29dd7b5,E-commerce,Quilts|Spices,,,4,0,7,Logistics Head,Yes,,Yes,No,No,19,1,0.53
6a5aa31d-932d-4156-b190-6caf9cd9f527,Retail,Turmeric,,,2,0,6,,No,,No,No,No,7,3,0.83
7edb248a-a5f8-46de-9723-d62f31969fda,E-commerce,Spices|Turmeric|Blankets,WHO-GMP,,0,7,0,Procurement Manager,No,,No,No,No,174,1,0.47
67e972ee-150c-49b6-b36f-c9d6cc0f7f59,Healthcare,Turmeric|Electronics|Ashwagandha,,,0,0,0,,No,,No,No,No,153,1,0.62
fed8665d-fb44-4438-8fbf-a9d6fc544de9,Distribution,Turmeric|Electronics,,RFP published,0,0,1,Logistics Head,No,,No,No,Yes,17,1,0.92
c9962058-69f5-44e7-837b-7658b8a83385,Distribution,Rice,,,0,0,0,,No,M&A,No,No,No,18,1,0.66
3b34b767-3526-4da8-91bb-f5af4a58b4ca,Distribution,Textiles,,,0,0,0,,Yes,,No,No,No,139,2,0.67
2fe23733-ddd0-4e4d-a465-644623833a66,Distribution,Turmeric|Blankets|Electronics,Organic Certified,,0,5,1,Logistics Head,Yes,Funding round,No,No,No,8,1,0.91
5df31275-8c8f-495c-ab94-aa888e28d892,Retail,Spices|Quilts,WHO-GMP|FDA Approved,RFP published,0,11,3,,No,New facility,No,No,No,17,1,0.43
6c07aab0-4db7-4b46-ad93-a4273a6a03cc,E-commerce,Spices,WHO-GMP|FDA Approved,,3,14,0,Logistics Head,No,,No,No,No,25,2,0.49
642ad5bb-3e50-4d2b-bec3-69b270ed4721,E-commerce,Spices|Rice,Fair Trade|Organic Certified,,0,6,9,,No,New facility,No,No,No,19,1,0.75
1d53fe32-61bd-4859-a78a-de35d61c23be,Construction,Textiles|Rice,Fair Trade,,1,14,0,Procurement Manager,Yes,New facility,Yes,No,No,22,5,0.85
de11ea20-dd0a-4faf-8c9e-11e12c679676,Manufacturing,Textiles,,,0,5,7,Logistics Head,Yes,Funding round,No,No,No,8,3,0.52
60704b3a-e897-4248-86b7-f823d621cfec,Retail,Textiles|Ashwagandha,WHO-GMP|ISO 9001,,4,13,0,,Yes,,No,No,No,169,1,0.71
38b6d788-874e-4d8e-81a1-c2acf8b9ce42,Wholesale,Carpets|Quilts|Spices,,,5,0,2,,No,,No,No,No,23,4,0.77
11725e53-53bd-4fe2-b8e1-7efa98dbd370,Wholesale,Spices|Textiles,,,0,0,0,,No,,No,No,No,78,4,0.52
d7ee2348-51d3-4049-a795-e3ef7918e563,E-commerce,Rice|Blankets|Textiles,Organic Certified|WHO-GMP,,1,1,6,,No,Funding round,No,Yes,No,95,2,0.45
e30b9e0c-4b8d-45a8-8aad-32cd87d9f4fd,Healthcare,Rice|Turmeric|Electronics,,Quote requested,0,0,0,,No,,Yes,No,No,78,1,0.76
5f29ce57-028e-4f4b-b7a8-7e885e6fccf8,Wholesale,Turmeric,,,0,16,0,,No,,No,No,No,21,1,0.86
382cc958-c186-449a-a2af-7fc2848c89c8,Distribution,Turmeric|Quilts|Ashwagandha,Fair Trade,,1,0,0,Procurement Manager,Yes,,No,No,No,197,1,0.77
f8f852b8-2042-4c2e-a9c4-146487f7f318,Healthcare,Electronics|Spices|Rice,,,2,20,0,,No,M&A,No,No,No,11,5,0.51
8fe0b6e7-ca1e-44d6-9ab5-71ad4f7a7701,Construction,Turmeric|Quilts,,,5,14,0,,Yes,,No,No,No,30,5,0.68
06b91a46-8a86-4104-b3e5-bb1b8a5d9566,Manufacturing,Ashwagandha|Quilts|Electronics,,,3,15,4,Procurement Manager,Yes,,No,Yes,No,12,1,0.62
1b9201e2-cf29-4425-89fb-b31052315eb6,Construction,Turmeric,,,1,0,0,,No,,No,No,No,26,1,0.56
